engine_id,application_id,transaction_id,finv_category,counterparty,classification_rule_id,classification_reason,stream_id,priority
transfer,2420589,2755537868,External Transfers,Direct Debit Transfer,external_direct_debit_with_bsb,"category=External Transfers; rule=external_direct_debit_with_bsb; evidence=confidence=high, dr_cr_used",External Transfers,100
transfer,2420589,2755538126,External Transfers,Direct Debit Transfer,external_direct_debit_with_bsb,"category=External Transfers; rule=external_direct_debit_with_bsb; evidence=confidence=high, dr_cr_used",External Transfers,100
transfer,2420589,2755538036,External Transfers,CBA Funds Transfer,external_fast_transfer,category=External Transfers; rule=external_fast_transfer; evidence=confidence=high,External Transfers,100
transfer,2420589,2755538130,External Transfers,CBA Funds Transfer,external_fast_transfer,category=External Transfers; rule=external_fast_transfer; evidence=confidence=high,External Transfers,100
transfer,2420589,2755537552,External Transfers,CBA Funds Transfer,external_fast_transfer,category=External Transfers; rule=external_fast_transfer; evidence=confidence=high,External Transfers,100
transfer,2420589,2755537754,External Transfers,CBA Funds Transfer,external_payid_osko,category=External Transfers; rule=external_payid_osko; evidence=confidence=high,External Transfers,100
transfer,2420589,2755538158,External Transfers,CBA Funds Transfer,external_fast_transfer,category=External Transfers; rule=external_fast_transfer; evidence=confidence=high,External Transfers,100
transfer,2420589,2755538194,External Transfers,Direct Debit Transfer,external_direct_debit_with_bsb,"category=External Transfers; rule=external_direct_debit_with_bsb; evidence=confidence=high, dr_cr_used",External Transfers,100
transfer,2420589,2755537772,External Transfers,CBA Funds Transfer,external_fast_transfer,category=External Transfers; rule=external_fast_transfer; evidence=confidence=high,External Transfers,100
transfer,2420589,2755537895,External Transfers,CBA Funds Transfer,external_fast_transfer,category=External Transfers; rule=external_fast_transfer; evidence=confidence=high,External Transfers,100
transfer,2420589,2755537931,External Transfers,CBA Funds Transfer,external_fast_transfer,category=External Transfers; rule=external_fast_transfer; evidence=confidence=high,External Transfers,100
transfer,2420589,2755537862,External Transfers,Direct Debit Transfer,external_direct_debit_with_bsb,"category=External Transfers; rule=external_direct_debit_with_bsb; evidence=confidence=high, dr_cr_used",External Transfers,100
transfer,2420589,2755538253,External Transfers,Direct Debit Transfer,external_direct_debit_with_bsb,"category=External Transfers; rule=external_direct_debit_with_bsb; evidence=confidence=high, dr_cr_used",External Transfers,100
transfer,2420589,2755537996,External Transfers,Direct Debit Transfer,external_direct_debit_with_bsb,"category=External Transfers; rule=external_direct_debit_with_bsb; evidence=confidence=high, dr_cr_used",External Transfers,100
transfer,2420589,2755537796,External Transfers,Direct Debit Transfer,external_direct_debit_with_bsb,"category=External Transfers; rule=external_direct_debit_with_bsb; evidence=confidence=high, dr_cr_used",External Transfers,100
transfer,2420589,2755538125,External Transfers,Direct Debit Transfer,external_direct_debit_with_bsb,"category=External Transfers; rule=external_direct_debit_with_bsb; evidence=confidence=high, dr_cr_used",External Transfers,100
transfer,2420589,2755538189,External Transfers,CBA Funds Transfer,external_fast_transfer,category=External Transfers; rule=external_fast_transfer; evidence=confidence=high,External Transfers,100
transfer,2420589,2755537786,External Transfers,Direct Debit Transfer,external_direct_debit_with_bsb,"category=External Transfers; rule=external_direct_debit_with_bsb; evidence=confidence=high, dr_cr_used",External Transfers,100
transfer,2420589,2755537812,External Transfers,CBA Funds Transfer,external_fast_transfer,category=External Transfers; rule=external_fast_transfer; evidence=confidence=high,External Transfers,100
transfer,2420589,2755537615,External Transfers,Direct Debit Transfer,external_direct_debit_with_bsb,"category=External Transfers; rule=external_direct_debit_with_bsb; evidence=confidence=high, dr_cr_used",External Transfers,100
transfer,2420589,2755537613,External Transfers,Direct Debit Transfer,external_direct_debit_with_bsb,"category=External Transfers; rule=external_direct_debit_with_bsb; evidence=confidence=high, dr_cr_used",External Transfers,100
transfer,2420589,2755537942,External Transfers,CBA Funds Transfer,external_fast_transfer,category=External Transfers; rule=external_fast_transfer; evidence=confidence=high,External Transfers,100
transfer,2420589,2755538123,External Transfers,Direct Debit Transfer,external_direct_debit_with_bsb,"category=External Transfers; rule=external_direct_debit_with_bsb; evidence=confidence=high, dr_cr_used",External Transfers,100
transfer,2420589,2755537859,External Transfers,CBA Funds Transfer,external_fast_transfer,category=External Transfers; rule=external_fast_transfer; evidence=confidence=high,External Transfers,100
transfer,2420589,2755538319,External Transfers,Direct Debit Transfer,external_direct_debit_with_bsb,"category=External Transfers; rule=external_direct_debit_with_bsb; evidence=confidence=high, dr_cr_used",External Transfers,100
transfer,2420589,2755537912,External Transfers,Direct Debit Transfer,external_direct_debit_with_bsb,"category=External Transfers; rule=external_direct_debit_with_bsb; evidence=confidence=high, dr_cr_used",External Transfers,100
transfer,2420589,2755537867,External Transfers,Direct Debit Transfer,external_direct_debit_with_bsb,"category=External Transfers; rule=external_direct_debit_with_bsb; evidence=confidence=high, dr_cr_used",External Transfers,100
transfer,2420589,2755537937,External Transfers,CBA Funds Transfer,external_fast_transfer,category=External Transfers; rule=external_fast_transfer; evidence=confidence=high,External Transfers,100
transfer,2420589,2755537633,External Transfers,CBA Funds Transfer,external_fast_transfer,category=External Transfers; rule=external_fast_transfer; evidence=confidence=high,External Transfers,100
transfer,2420589,2755538046,External Transfers,Direct Debit Transfer,external_direct_debit_with_bsb,"category=External Transfers; rule=external_direct_debit_with_bsb; evidence=confidence=high, dr_cr_used",External Transfers,100
transfer,2420589,2755537616,External Transfers,Direct Debit Transfer,external_direct_debit_with_bsb,"category=External Transfers; rule=external_direct_debit_with_bsb; evidence=confidence=high, dr_cr_used",External Transfers,100
transfer,2420589,2755537658,External Transfers,Direct Debit Transfer,external_direct_debit_with_bsb,"category=External Transfers; rule=external_direct_debit_with_bsb; evidence=confidence=high, dr_cr_used",External Transfers,100
transfer,2420589,2755538161,External Transfers,CBA Funds Transfer,external_commbank_name,category=External Transfers; rule=external_commbank_name; evidence=confidence=high,External Transfers,100
transfer,2420589,2755538285,External Transfers,Direct Debit Transfer,external_direct_debit_with_bsb,"category=External Transfers; rule=external_direct_debit_with_bsb; evidence=confidence=high, dr_cr_used",External Transfers,100
transfer,2420589,2755537723,External Transfers,Direct Debit Transfer,external_direct_debit_with_bsb,"category=External Transfers; rule=external_direct_debit_with_bsb; evidence=confidence=high, dr_cr_used",External Transfers,100
transfer,2420589,2755537860,External Transfers,Direct Debit Transfer,external_direct_debit_with_bsb,"category=External Transfers; rule=external_direct_debit_with_bsb; evidence=confidence=high, dr_cr_used",External Transfers,100
transfer,2420589,2755538191,External Transfers,CBA Funds Transfer,external_fast_transfer,category=External Transfers; rule=external_fast_transfer; evidence=confidence=high,External Transfers,100
transfer,2420589,2755537904,External Transfers,CBA Funds Transfer,external_fast_transfer,category=External Transfers; rule=external_fast_transfer; evidence=confidence=high,External Transfers,100
transfer,2420589,2755537719,External Transfers,CBA Funds Transfer,external_commbank_name,category=External Transfers; rule=external_commbank_name; evidence=confidence=high,External Transfers,100
transfer,2420589,2755537652,External Transfers,CBA Funds Transfer,external_commbank_name,category=External Transfers; rule=external_commbank_name; evidence=confidence=high,External Transfers,100
transfer,2420589,2755538021,External Transfers,CBA Funds Transfer,external_fast_transfer,category=External Transfers; rule=external_fast_transfer; evidence=confidence=high,External Transfers,100
transfer,2420589,2755538190,External Transfers,CBA Funds Transfer,external_payid_osko,category=External Transfers; rule=external_payid_osko; evidence=confidence=high,External Transfers,100
transfer,2420589,2755538069,External Transfers,Direct Debit Transfer,external_direct_debit_with_bsb,"category=External Transfers; rule=external_direct_debit_with_bsb; evidence=confidence=high, dr_cr_used",External Transfers,100
transfer,2420589,2755538193,External Transfers,Direct Debit Transfer,external_direct_debit_with_bsb,"category=External Transfers; rule=external_direct_debit_with_bsb; evidence=confidence=high, dr_cr_used",External Transfers,100
transfer,2420589,2755537787,External Transfers,Direct Debit Transfer,external_direct_debit_with_bsb,"category=External Transfers; rule=external_direct_debit_with_bsb; evidence=confidence=high, dr_cr_used",External Transfers,100
transfer,2420589,2755537902,External Transfers,Direct Debit Transfer,external_direct_debit_with_bsb,"category=External Transfers; rule=external_direct_debit_with_bsb; evidence=confidence=high, dr_cr_used",External Transfers,100
transfer,2420589,2755537797,External Transfers,Direct Debit Transfer,external_direct_debit_with_bsb,"category=External Transfers; rule=external_direct_debit_with_bsb; evidence=confidence=high, dr_cr_used",External Transfers,100
transfer,2420589,2755537716,External Transfers,Direct Debit Transfer,external_direct_debit_with_bsb,"category=External Transfers; rule=external_direct_debit_with_bsb; evidence=confidence=high, dr_cr_used",External Transfers,100
transfer,2420589,2755537656,External Transfers,CBA Funds Transfer,external_fast_transfer,category=External Transfers; rule=external_fast_transfer; evidence=confidence=high,External Transfers,100
transfer,2420589,2755537856,External Transfers,Direct Debit Transfer,external_direct_debit_with_bsb,"category=External Transfers; rule=external_direct_debit_with_bsb; evidence=confidence=high, dr_cr_used",External Transfers,100
transfer,2420589,2755537758,External Transfers,CBA Funds Transfer,external_payid_osko,category=External Transfers; rule=external_payid_osko; evidence=confidence=high,External Transfers,100
transfer,2420589,2755537751,External Transfers,CBA Funds Transfer,external_commbank_name,category=External Transfers; rule=external_commbank_name; evidence=confidence=high,External Transfers,100
transfer,2420589,2755538110,External Transfers,CBA Funds Transfer,external_fast_transfer,category=External Transfers; rule=external_fast_transfer; evidence=confidence=high,External Transfers,100
transfer,2420589,2755537556,External Transfers,Direct Debit Transfer,external_direct_debit_with_bsb,"category=External Transfers; rule=external_direct_debit_with_bsb; evidence=confidence=high, dr_cr_used",External Transfers,100
transfer,2420589,2755538131,External Transfers,CBA Funds Transfer,external_commbank_name,category=External Transfers; rule=external_commbank_name; evidence=confidence=high,External Transfers,100
transfer,2420589,2755537825,External Transfers,CBA Funds Transfer,external_payid_osko,category=External Transfers; rule=external_payid_osko; evidence=confidence=high,External Transfers,100
transfer,2420589,2755538068,External Transfers,Direct Debit Transfer,external_direct_debit_with_bsb,"category=External Transfers; rule=external_direct_debit_with_bsb; evidence=confidence=high, dr_cr_used",External Transfers,100
transfer,2420589,2755538127,External Transfers,Direct Debit Transfer,external_direct_debit_with_bsb,"category=External Transfers; rule=external_direct_debit_with_bsb; evidence=confidence=high, dr_cr_used",External Transfers,100
transfer,2420589,2755537911,External Transfers,Direct Debit Transfer,external_direct_debit_with_bsb,"category=External Transfers; rule=external_direct_debit_with_bsb; evidence=confidence=high, dr_cr_used",External Transfers,100
transfer,2420589,2755538231,External Transfers,CBA Funds Transfer,external_fast_transfer,category=External Transfers; rule=external_fast_transfer; evidence=confidence=high,External Transfers,100
transfer,2420589,2755538202,External Transfers,Direct Debit Transfer,external_direct_debit_with_bsb,"category=External Transfers; rule=external_direct_debit_with_bsb; evidence=confidence=high, dr_cr_used",External Transfers,100
transfer,2420589,2755537811,External Transfers,CBA Funds Transfer,external_commbank_name,category=External Transfers; rule=external_commbank_name; evidence=confidence=high,External Transfers,100
transfer,2420589,2755538259,External Transfers,Direct Debit Transfer,external_direct_debit_with_bsb,"category=External Transfers; rule=external_direct_debit_with_bsb; evidence=confidence=high, dr_cr_used",External Transfers,100
transfer,2420589,2755537861,External Transfers,Direct Debit Transfer,external_direct_debit_with_bsb,"category=External Transfers; rule=external_direct_debit_with_bsb; evidence=confidence=high, dr_cr_used",External Transfers,100
transfer,2420589,2755537717,External Transfers,CBA Funds Transfer,external_payid_osko,category=External Transfers; rule=external_payid_osko; evidence=confidence=high,External Transfers,100
transfer,2420589,2755537661,External Transfers,Direct Debit Transfer,external_direct_debit_with_bsb,"category=External Transfers; rule=external_direct_debit_with_bsb; evidence=confidence=high, dr_cr_used",External Transfers,100
transfer,2420589,2755537820,External Transfers,Direct Debit Transfer,external_direct_debit_with_bsb,"category=External Transfers; rule=external_direct_debit_with_bsb; evidence=confidence=high, dr_cr_used",External Transfers,100
transfer,2420589,2755537557,External Transfers,Direct Debit Transfer,external_direct_debit_with_bsb,"category=External Transfers; rule=external_direct_debit_with_bsb; evidence=confidence=high, dr_cr_used",External Transfers,100
transfer,2420589,2755537810,External Transfers,CBA Funds Transfer,external_fast_transfer,category=External Transfers; rule=external_fast_transfer; evidence=confidence=high,External Transfers,100
transfer,2420589,2755537608,External Transfers,Direct Debit Transfer,external_direct_debit_with_bsb,"category=External Transfers; rule=external_direct_debit_with_bsb; evidence=confidence=high, dr_cr_used",External Transfers,100
transfer,2420589,2755538348,External Transfers,CBA Funds Transfer,external_fast_transfer,category=External Transfers; rule=external_fast_transfer; evidence=confidence=high,External Transfers,100
transfer,2420589,2755537788,External Transfers,Direct Debit Transfer,external_direct_debit_with_bsb,"category=External Transfers; rule=external_direct_debit_with_bsb; evidence=confidence=high, dr_cr_used",External Transfers,100
transfer,2420589,2755537724,External Transfers,Direct Debit Transfer,external_direct_debit_with_bsb,"category=External Transfers; rule=external_direct_debit_with_bsb; evidence=confidence=high, dr_cr_used",External Transfers,100
transfer,2420589,2755538254,External Transfers,Direct Debit Transfer,external_direct_debit_with_bsb,"category=External Transfers; rule=external_direct_debit_with_bsb; evidence=confidence=high, dr_cr_used",External Transfers,100
transfer,2420589,2755538273,External Transfers,CBA Funds Transfer,external_commbank_name,category=External Transfers; rule=external_commbank_name; evidence=confidence=high,External Transfers,100
transfer,2420589,2755538288,External Transfers,Zepto Payment,external_fast_transfer,category=External Transfers; rule=external_fast_transfer; evidence=confidence=high,External Transfers,100
transfer,2420589,2755537966,External Transfers,Direct Debit Transfer,external_direct_debit_with_bsb,"category=External Transfers; rule=external_direct_debit_with_bsb; evidence=confidence=high, dr_cr_used",External Transfers,100
transfer,2420589,2755537666,External Transfers,Direct Debit Transfer,external_direct_debit_with_bsb,"category=External Transfers; rule=external_direct_debit_with_bsb; evidence=confidence=high, dr_cr_used",External Transfers,100
transfer,2420589,2755537624,External Transfers,Direct Debit Transfer,external_direct_debit_with_bsb,"category=External Transfers; rule=external_direct_debit_with_bsb; evidence=confidence=high, dr_cr_used",External Transfers,100
transfer,2420589,2755537979,External Transfers,Direct Debit Transfer,external_direct_debit_with_bsb,"category=External Transfers; rule=external_direct_debit_with_bsb; evidence=confidence=high, dr_cr_used",External Transfers,100
transfer,2420589,2755538037,External Transfers,CBA Funds Transfer,external_payid_osko,category=External Transfers; rule=external_payid_osko; evidence=confidence=high,External Transfers,100
transfer,2420589,2755537901,External Transfers,Direct Debit Transfer,external_direct_debit_with_bsb,"category=External Transfers; rule=external_direct_debit_with_bsb; evidence=confidence=high, dr_cr_used",External Transfers,100
transfer,2420589,2755538213,External Transfers,CBA Funds Transfer,external_fast_transfer,category=External Transfers; rule=external_fast_transfer; evidence=confidence=high,External Transfers,100
transfer,2420589,2755537683,External Transfers,CBA Funds Transfer,external_commbank_bpay,"category=External Transfers; rule=external_commbank_bpay; evidence=confidence=high, dr_cr_used",External Transfers,100
transfer,2420589,2755537778,External Transfers,Direct Debit Transfer,external_direct_debit_with_bsb,"category=External Transfers; rule=external_direct_debit_with_bsb; evidence=confidence=high, dr_cr_used",External Transfers,100
transfer,2420589,2755538330,External Transfers,CBA Funds Transfer,external_commbank_name,category=External Transfers; rule=external_commbank_name; evidence=confidence=high,External Transfers,100
transfer,2420589,2755537651,External Transfers,Direct Debit Transfer,external_direct_debit_with_bsb,"category=External Transfers; rule=external_direct_debit_with_bsb; evidence=confidence=high, dr_cr_used",External Transfers,100
transfer,2420589,2755537614,External Transfers,Direct Debit Transfer,external_direct_debit_with_bsb,"category=External Transfers; rule=external_direct_debit_with_bsb; evidence=confidence=high, dr_cr_used",External Transfers,100
transfer,2420589,2755537903,External Transfers,CBA Funds Transfer,external_payid_osko,category=External Transfers; rule=external_payid_osko; evidence=confidence=high,External Transfers,100
transfer,2420589,2755537564,External Transfers,Direct Debit Transfer,external_direct_debit_with_bsb,"category=External Transfers; rule=external_direct_debit_with_bsb; evidence=confidence=high, dr_cr_used",External Transfers,100
transfer,2420589,2755538314,External Transfers,CBA Funds Transfer,external_fast_transfer,category=External Transfers; rule=external_fast_transfer; evidence=confidence=high,External Transfers,100
transfer,2420589,2755538140,External Transfers,Direct Debit Transfer,external_direct_debit_with_bsb,"category=External Transfers; rule=external_direct_debit_with_bsb; evidence=confidence=high, dr_cr_used",External Transfers,100
transfer,2420589,2755537555,External Transfers,Direct Debit Transfer,external_direct_debit_with_bsb,"category=External Transfers; rule=external_direct_debit_with_bsb; evidence=confidence=high, dr_cr_used",External Transfers,100
dishonour,2420589,2755537841,Dishonours,-,dishonour:generic,Dishonour transaction detected,,150
dishonour,2420589,2755537975,Dishonours,-,dishonour:generic,Dishonour transaction detected,,150
dishonour,2420589,2755537644,Dishonours,-,dishonour:generic,Dishonour transaction detected,,150
dishonour,2420589,2755538175,Dishonours,-,dishonour:generic,Dishonour transaction detected,,150
dishonour,2420589,2755538114,Dishonours,-,dishonour:generic,Dishonour transaction detected,,150
dishonour,2420589,2755538315,Dishonours,-,dishonour:generic,Dishonour transaction detected,,150
dishonour,2420589,2755538111,Dishonours,-,dishonour:generic,Dishonour transaction detected,,150
dishonour,2420589,2755537898,Dishonours,-,dishonour:generic,Dishonour transaction detected,,150
dishonour,2420589,2755537774,Dishonours,-,dishonour:generic,Dishonour transaction detected,,150
dishonour,2420589,2755538040,Dishonours,-,dishonour:generic,Dishonour transaction detected,,150
dishonour,2420589,2755537899,Dishonours,-,dishonour:generic,Dishonour transaction detected,,150
dishonour,2420589,2755538113,Dishonours,-,dishonour:generic,Dishonour transaction detected,,150
dishonour,2420589,2755538112,Dishonours,-,dishonour:generic,Dishonour transaction detected,,150
dishonour,2420589,2755538247,Dishonours,-,dishonour:generic,Dishonour transaction detected,,150
dishonour,2420589,2755537842,Dishonours,-,dishonour:generic,Dishonour transaction detected,,150
dishonour,2420589,2755537906,Dishonours,-,dishonour:generic,Dishonour transaction detected,,150
dishonour,2420589,2755537973,Dishonours,-,dishonour:generic,Dishonour transaction detected,,150
dishonour,2420589,2755537710,Dishonours,-,dishonour:generic,Dishonour transaction detected,,150
dishonour,2420589,2755537775,Dishonours,-,dishonour:generic,Dishonour transaction detected,,150
dishonour,2420589,2755537972,Dishonours,-,dishonour:generic,Dishonour transaction detected,,150
dishonour,2420589,2755537907,Dishonours,-,dishonour:generic,Dishonour transaction detected,,150
dishonour,2420589,2755538246,Dishonours,-,dishonour:generic,Dishonour transaction detected,,150
dishonour,2420589,2755537896,Dishonours,-,dishonour:generic,Dishonour transaction detected,,150
dishonour,2420589,2755538177,Dishonours,-,dishonour:generic,Dishonour transaction detected,,150
dishonour,2420589,2755538316,Dishonours,-,dishonour:generic,Dishonour transaction detected,,150
dishonour,2420589,2755538041,Dishonours,-,dishonour:generic,Dishonour transaction detected,,150
dishonour,2420589,2755538205,Dishonours,-,dishonour:generic,Dishonour transaction detected,,150
dishonour,2420589,2755537897,Dishonours,-,dishonour:generic,Dishonour transaction detected,,150
dishonour,2420589,2755538176,Dishonours,-,dishonour:generic,Dishonour transaction detected,,150
dishonour,2420589,2755537709,Dishonours,-,dishonour:generic,Dishonour transaction detected,,150
dishonour,2420589,2755538204,Dishonours,-,dishonour:generic,Dishonour transaction detected,,150
dishonour,2420589,2755537974,Dishonours,-,dishonour:generic,Dishonour transaction detected,,150
dishonour,2420589,2755538174,Dishonours,-,dishonour:generic,Dishonour transaction detected,,150
dishonour,2420589,2755537643,Dishonours,-,dishonour:generic,Dishonour transaction detected,,150
income,2420589,2755538332,Wages,Main Roads,salary_payg_wages_rule,"category=salary_payg; rule=salary_payg_wages_rule; evidence=credit, wages_detector, strong_wage_keyword",wage_001,200
income,2420589,2755538266,Wages,Main Roads,salary_payg_wages_rule,"category=salary_payg; rule=salary_payg_wages_rule; evidence=credit, wages_detector, strong_wage_keyword",wage_001,200
income,2420589,2755538200,Wages,Main Roads,salary_payg_wages_rule,"category=salary_payg; rule=salary_payg_wages_rule; evidence=credit, wages_detector, strong_wage_keyword",wage_001,200
income,2420589,2755538143,Wages,Main Roads,salary_payg_wages_rule,"category=salary_payg; rule=salary_payg_wages_rule; evidence=credit, wages_detector, strong_wage_keyword",wage_001,200
income,2420589,2755538067,Wages,Main Roads,salary_payg_wages_rule,"category=salary_payg; rule=salary_payg_wages_rule; evidence=credit, wages_detector, strong_wage_keyword",wage_001,200
income,2420589,2755537994,Wages,Main Roads,salary_payg_wages_rule,"category=salary_payg; rule=salary_payg_wages_rule; evidence=credit, wages_detector, strong_wage_keyword",wage_001,200
income,2420589,2755537919,Wages,Main Roads,salary_payg_wages_rule,"category=salary_payg; rule=salary_payg_wages_rule; evidence=credit, wages_detector, strong_wage_keyword",wage_001,200
income,2420589,2755537866,Wages,Main Roads,salary_payg_wages_rule,"category=salary_payg; rule=salary_payg_wages_rule; evidence=credit, wages_detector, strong_wage_keyword",wage_001,200
income,2420589,2755537795,Wages,Main Roads,salary_payg_wages_rule,"category=salary_payg; rule=salary_payg_wages_rule; evidence=credit, wages_detector, strong_wage_keyword",wage_001,200
income,2420589,2755537736,Wages,Main Roads,salary_payg_wages_rule,"category=salary_payg; rule=salary_payg_wages_rule; evidence=credit, wages_detector, strong_wage_keyword",wage_001,200
income,2420589,2755537665,Wages,Main Roads,salary_payg_wages_rule,"category=salary_payg; rule=salary_payg_wages_rule; evidence=credit, wages_detector, strong_wage_keyword",wage_001,200
income,2420589,2755537623,Wages,Main Roads,salary_payg_wages_rule,"category=salary_payg; rule=salary_payg_wages_rule; evidence=credit, wages_detector, strong_wage_keyword",wage_001,200
income,2420589,2755537563,Wages,Main Roads,salary_payg_wages_rule,"category=salary_payg; rule=salary_payg_wages_rule; evidence=credit, wages_detector, strong_wage_keyword",wage_001,200
liability,2420589,2755538243,Overdrawn,Overdrawn,liability_product:,"category=Overdrawn; rule=liability_product:; evidence=product_type=, counterparty=Overdrawn",,300
liability,2420589,2755538124,Non SACC Loans,Humm,liability_product:bnpl,"category=Non SACC Loans; rule=liability_product:bnpl; evidence=product_type=bnpl, counterparty=Humm",bnpl_002,300
liability,2420589,2755537983,Unknown Loans,Credit Corp,liability_product:personal_loan,"category=Unknown Loans; rule=liability_product:personal_loan; evidence=product_type=personal_loan, counterparty=Credit Corp",unknown_001,300
liability,2420589,2755538196,Overdrawn,Overdrawn,liability_product:,"category=Overdrawn; rule=liability_product:; evidence=product_type=, counterparty=Overdrawn",,300
liability,2420589,2755537694,Overdrawn,Overdrawn,liability_product:,"category=Overdrawn; rule=liability_product:; evidence=product_type=, counterparty=Overdrawn",,300
liability,2420589,2755538058,Overdrawn,Overdrawn,liability_product:,"category=Overdrawn; rule=liability_product:; evidence=product_type=, counterparty=Overdrawn",,300
liability,2420589,2755538262,Non SACC Loans,Wagetap,liability_product:wage_advance,"category=Non SACC Loans; rule=liability_product:wage_advance; evidence=product_type=wage_advance, counterparty=Wagetap",wage_advance_004,300
liability,2420589,2755538334,Non SACC Loans,MyPayNow,liability_product:wage_advance,"category=Non SACC Loans; rule=liability_product:wage_advance; evidence=product_type=wage_advance, counterparty=MyPayNow",wage_advance_002,300
liability,2420589,2755537600,Non SACC Loans,Beforepay,liability_product:wage_advance,"category=Non SACC Loans; rule=liability_product:wage_advance; evidence=product_type=wage_advance, counterparty=Beforepay",wage_advance_001,300
liability,2420589,2755537660,Unknown Loans,Credit Corp,liability_product:personal_loan,"category=Unknown Loans; rule=liability_product:personal_loan; evidence=product_type=personal_loan, counterparty=Credit Corp",unknown_001,300
liability,2420589,2755538071,Non SACC Loans,Afterpay,liability_product:bnpl,"category=Non SACC Loans; rule=liability_product:bnpl; evidence=product_type=bnpl, counterparty=Afterpay",bnpl_001,300
liability,2420589,2755538173,Non SACC Loans,CBA Loans,liability_product:contract_loan,"category=Non SACC Loans; rule=liability_product:contract_loan; evidence=product_type=contract_loan, counterparty=CBA Loans",contract_loan_001,300
liability,2420589,2755538192,Unknown Loans,Credit Corp,liability_product:personal_loan,"category=Unknown Loans; rule=liability_product:personal_loan; evidence=product_type=personal_loan, counterparty=Credit Corp",unknown_001,300
liability,2420589,2755537544,Non SACC Loans,MyPayNow,liability_product:wage_advance,"category=Non SACC Loans; rule=liability_product:wage_advance; evidence=product_type=wage_advance, counterparty=MyPayNow",wage_advance_002,300
liability,2420589,2755538047,Non SACC Loans,Beforepay,liability_product:wage_advance,"category=Non SACC Loans; rule=liability_product:wage_advance; evidence=product_type=wage_advance, counterparty=Beforepay",wage_advance_001,300
liability,2420589,2755538039,Non SACC Loans,MyPayNow,liability_product:wage_advance,"category=Non SACC Loans; rule=liability_product:wage_advance; evidence=product_type=wage_advance, counterparty=MyPayNow",wage_advance_002,300
liability,2420589,2755537782,Non SACC Loans,MyPayNow,liability_product:wage_advance,"category=Non SACC Loans; rule=liability_product:wage_advance; evidence=product_type=wage_advance, counterparty=MyPayNow",wage_advance_002,300
liability,2420589,2755538326,Unknown Loans,Credit Corp,liability_product:personal_loan,"category=Unknown Loans; rule=liability_product:personal_loan; evidence=product_type=personal_loan, counterparty=Credit Corp",unknown_001,300
liability,2420589,2755537981,Non SACC Loans,Beforepay,liability_product:wage_advance,"category=Non SACC Loans; rule=liability_product:wage_advance; evidence=product_type=wage_advance, counterparty=Beforepay",wage_advance_001,300
liability,2420589,2755538310,Non SACC Loans,Afterpay,liability_product:bnpl,"category=Non SACC Loans; rule=liability_product:bnpl; evidence=product_type=bnpl, counterparty=Afterpay",bnpl_001,300
liability,2420589,2755537890,Non SACC Loans,Afterpay,liability_product:bnpl,"category=Non SACC Loans; rule=liability_product:bnpl; evidence=product_type=bnpl, counterparty=Afterpay",bnpl_001,300
liability,2420589,2755537779,Non SACC Loans,Wagepay,liability_product:wage_advance,"category=Non SACC Loans; rule=liability_product:wage_advance; evidence=product_type=wage_advance, counterparty=Wagepay",wage_advance_003,300
liability,2420589,2755538199,SACC Loans,Fundo Loans,liability_product:personal_loan,"category=SACC Loans; rule=liability_product:personal_loan; evidence=product_type=personal_loan, counterparty=Fundo Loans",sacc_001,300
liability,2420589,2755537553,SACC Loans,MoneySpot,liability_product:personal_loan,"category=SACC Loans; rule=liability_product:personal_loan; evidence=product_type=personal_loan, counterparty=MoneySpot",sacc_002,300
liability,2420589,2755537961,Non SACC Loans,Afterpay,liability_product:bnpl,"category=Non SACC Loans; rule=liability_product:bnpl; evidence=product_type=bnpl, counterparty=Afterpay",bnpl_001,300
liability,2420589,2755538003,Non SACC Loans,Afterpay,liability_product:bnpl,"category=Non SACC Loans; rule=liability_product:bnpl; evidence=product_type=bnpl, counterparty=Afterpay",bnpl_001,300
liability,2420589,2755538220,Non SACC Loans,Afterpay,liability_product:bnpl,"category=Non SACC Loans; rule=liability_product:bnpl; evidence=product_type=bnpl, counterparty=Afterpay",bnpl_001,300
liability,2420589,2755538048,Non SACC Loans,Wagepay,liability_product:wage_advance,"category=Non SACC Loans; rule=liability_product:wage_advance; evidence=product_type=wage_advance, counterparty=Wagepay",wage_advance_003,300
liability,2420589,2755538097,Non SACC Loans,Afterpay,liability_product:bnpl,"category=Non SACC Loans; rule=liability_product:bnpl; evidence=product_type=bnpl, counterparty=Afterpay",bnpl_001,300
liability,2420589,2755538128,Non SACC Loans,Wagepay,liability_product:wage_advance,"category=Non SACC Loans; rule=liability_product:wage_advance; evidence=product_type=wage_advance, counterparty=Wagepay",wage_advance_003,300
liability,2420589,2755538175,Dishonours,Wagepay,liability_product:wage_advance,"category=Dishonours; rule=liability_product:wage_advance; evidence=product_type=wage_advance, counterparty=Wagepay",wage_advance_003,300
liability,2420589,2755538186,Non SACC Loans,Wagepay,liability_product:wage_advance,"category=Non SACC Loans; rule=liability_product:wage_advance; evidence=product_type=wage_advance, counterparty=Wagepay",wage_advance_003,300
liability,2420589,2755538172,Non SACC Loans,Beforepay,liability_product:wage_advance,"category=Non SACC Loans; rule=liability_product:wage_advance; evidence=product_type=wage_advance, counterparty=Beforepay",wage_advance_001,300
